NH 12CH4,NH 13CH4,NH MCF,SH 12CH4,SH 13CH4,SH MCF
ppb,permil,ppt,ppb,permil,ppt
 1575.000, 1500.188,   85.000, 1520.000, 1448.180,   75.000,
