NH 12CH4,NH 13CH4,NH MCF,SH 12CH4,SH 13CH4,SH MCF
ppb,permil,ppt,ppb,permil,ppt
 1576.192, 1501.206,   80.384, 1520.891, 1449.465,   70.356,
