NH 12CH4,NH 13CH4,NH MCF,SH 12CH4,SH 13CH4,SH MCF
ppb,permil,ppt,ppb,permil,ppt
 1575.762, 1500.660,   83.062, 1520.754, 1448.652,   73.064,
